URL,Section,Image Objective,Subject,Pet,People,Setting,Orientation,Aspect Ratio,Suggested Filename,Alt Text,Caption,Original Photo Preferred?,AI Image Acceptable?,Image-Generation Prompt,Notes
"https://dubai-pet-relocation.ae/guides/pet-travel-summer-dubai/","Embargo section","Show the seasonal window at a glance","Annual calendar strip diagram marking typical embargo months","Icons","None","Flat diagram","landscape","16:9","dubai-summer-pet-travel-embargo-calendar-diagram.png","Typical summer heat embargo months for flying pets to and from Dubai","","no","yes","Clean flat-design infographic: twelve-month horizontal calendar strip with the typical summer embargo window shaded and a thermometer icon. Labels: Cooler months - normal rules; Summer window - airline embargoes and temperature cutoffs may apply (check current policy); dates shown as approximate. Sand-and-teal palette, no airline logos, landscape 16:9.","Refresh annually each April per roadmap; keep dates as editable overlays"
"https://dubai-pet-relocation.ae/guides/pet-travel-summer-dubai/","Alternatives section","Compare summer options honestly","Comparison diagram: wait for autumn vs fly approved windows vs drive (GCC)","Icons","None","Flat diagram","landscape","16:9","dubai-summer-pet-travel-options-comparison.png","Options for moving a pet during Dubai summer: waiting, approved flights or ground transport","","no","yes","Clean flat-design infographic: three-option comparison cards for summer pet moves. Labels: Wait for the cooler window (lowest risk); Fly approved routes/timings (airline-specific); Ground transport for GCC moves (weather-managed). Each card with a simple cost/risk/timing row of icons. Sand-and-teal palette, no brand logos, landscape 16:9.","Supports the alternatives and cost-comparison section"
"https://dubai-pet-relocation.ae/guides/moccae-import-permit/","Hero","The permit guide hero (informational twin of the service page)","Flat illustration of an application form on a clipboard with a paw stamp and clock","Icons","None","Flat illustration","landscape","16:9","moccae-import-permit-guide-clipboard-illustration.png","Illustration of a MOCCAE pet import permit application with a validity clock","","no","yes","Flat-design vector illustration of a clipboard application form with a large paw-print stamp and a small clock badge, sand-and-teal palette, rounded friendly shapes, no readable official text, no government seals or emblems, landscape 16:9.","Must remain a generic illustration - never a fake permit image"
"https://dubai-pet-relocation.ae/guides/moccae-import-permit/","Application walkthrough","Step-by-step application flow (folds in the walkthrough)","Numbered application walkthrough diagram from account to approval","Icons","None","Flat diagram","portrait","4:5","moccae-import-permit-application-steps-diagram.png","Step-by-step MOCCAE pet import permit application from account setup to permit issue","","no","yes","Clean flat-design infographic: vertical numbered walkthrough of the permit application. Labels: 1 Create/verify account (UAE Pass); 2 Start a new import application; 3 Enter pet details (species, breed, microchip); 4 Upload vaccination and titer documents; 5 Pay the fee (amount per page copy); 6 Track approval; 7 Permit issued - note its validity window. Sand-and-teal palette, no screenshots of real portals, no fake official seals, portrait 4:5.","Uses generic UI blocks, not portal screenshots; fee/validity from verified copy only"
"https://dubai-pet-relocation.ae/guides/moccae-import-permit/","Rejection reasons section","Prevent avoidable failures","Warning checklist diagram of rejection causes and fixes","Icons","None","Flat diagram","landscape","16:9","moccae-permit-rejection-causes-and-fixes-diagram.png","MOCCAE pet permit rejection causes and how to fix each one","","no","yes","Clean flat-design infographic: two-column cause-and-fix panel. Labels: Cause: expired vaccination window - Fix: re-vaccinate and re-time; Cause: microchip mismatch - Fix: correct records before applying; Cause: missing titer result - Fix: check if your country needs one; Cause: wrong timing - Fix: apply inside the validity window. Sand-and-teal palette, no brand logos, landscape 16:9.","Shares DNA with the service-page diagram but with fixes added - keep visually distinct"
"https://dubai-pet-relocation.ae/guides/rabies-titer-test-dubai/","Hero","Explain the RNATT visually before the text","Flat diagram of the titer test concept: blood vial to lab result with 0.5 IU/ml threshold line","Icons","None","Flat diagram","landscape","16:9","rabies-titer-test-rnatt-explained-diagram.png","How the rabies titer test (RNATT) works: blood sample, accredited lab, 0.5 IU/ml pass threshold","","no","yes","Clean flat-design infographic: three-node concept diagram - blood sample vial, laboratory analysis icon, pass/fail gauge with a marked threshold line. Labels: Blood sample after rabies vaccination; Tested by an accredited lab; Pass at 0.5 IU/ml or above; Required only for pets from non-exempt countries. Sand-and-teal palette, no brand logos, landscape 16:9.","Threshold is verified; exempt-country list flagged for verification per roadmap"
"https://dubai-pet-relocation.ae/guides/rabies-titer-test-dubai/","Timeline section","Show vaccination-to-travel timing","Timeline diagram from vaccination through blood draw to travel window","Icons","None","Flat diagram","landscape","16:9","rabies-titer-test-timeline-vaccination-to-travel.png","Rabies titer test timeline for Dubai pet travel from vaccination to the travel window","","no","yes","Clean flat-design infographic: horizontal timeline from rabies vaccination to travel. Labels: Rabies vaccination; Waiting period before sampling (per page copy); Blood sample taken; Lab result; Sample timing rule relative to travel (per page copy); Travel day. Clock icons on timed steps. Sand-and-teal palette, no brand logos, landscape 16:9.","Timing wording under correction (sample-within-90-days rule vs old 90-day-wait phrasing) - re-export after copy is fixed"
"https://dubai-pet-relocation.ae/guides/rabies-titer-test-dubai/","Vet visit section","Humanise the blood-draw step","Vet drawing a small blood sample from a calm dog's leg while the owner reassures it","Whippet","Vet + owner","Vet clinic, calm scene","landscape","4:3","rabies-titer-test-blood-draw-calm-whippet-vet.jpg","Calm whippet having a blood sample taken for a rabies titer test at a Dubai vet clinic","","no","yes","Photorealistic documentary-style image of a vet drawing a small blood sample from a calm whippet's leg while the owner gently reassures the dog, clean clinic, no branding, warm natural light, no logos, no readable text, editorial photography, landscape 4:3.","Dog must look calm - no restraint-stress imagery"
"https://dubai-pet-relocation.ae/guides/pet-export-from-dubai/","Hero","New export guide hero: the departure checklist feeling","Flat illustration of an open suitcase with a checklist, pet carrier and plane ticket shapes","Stylised cat in carrier","None","Flat illustration","landscape","16:9","pet-export-from-dubai-guide-suitcase-checklist.png","Illustration for the complete guide to exporting a pet from Dubai","","no","yes","Flat-design vector illustration of an open suitcase with a checklist card, a pet carrier and generic ticket shapes, sand-and-teal palette, rounded shapes, no readable text, no brand logos, no airline identifiers, landscape 16:9.","New page - create with the page build"
"https://dubai-pet-relocation.ae/guides/pet-export-from-dubai/","Process section","Export sequence with the certificate clock","Export timeline diagram centred on certificate validity","Icons","None","Flat diagram","landscape","16:9","pet-export-from-dubai-certificate-timing-timeline.png","Pet export from Dubai timeline showing health certificate and MOCCAE export certificate timing","","no","yes","Clean flat-design infographic: horizontal export timeline with two clock callouts. Labels: Destination rules research; Vet health check; Export health certificate (validity per page copy); MOCCAE export certificate (validity per page copy); Flight booking; Departure day. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Verified figures only: export certificate AED 100 / 1 working day / 30-day validity per roadmap verification"
"https://dubai-pet-relocation.ae/guides/pet-export-from-dubai/","Destination section","Show that destination rules branch","Branching diagram: one Dubai departure, many destination rulesets","Icons","None","Flat diagram","landscape","16:9","pet-export-destination-rules-branching-diagram.png","How destination rules differ when exporting a pet from Dubai: UK, EU, USA, Australia and more","","no","yes","Clean flat-design infographic: one Dubai departure node branching to six destination cards (UK, EU, USA, Canada, Australia, India), each with one-line rule summary space. Labels: UK - no titer, tapeworm rule for dogs; EU - no titer, UAE is listed; USA - CDC high-risk rules; Australia - Group 3, long timeline; India - NOC and ToR; Canada - CFIA rules. Sand-and-teal palette, no brand logos, landscape 16:9.","Summaries from regulatory-source-of-truth corrections only"
"https://dubai-pet-relocation.ae/guides/emirates-pet-cargo/","Hero","Airline guide hero WITHOUT trademark misuse","Generic cargo-hold style illustration: secured crate in an aircraft hold outline, no livery","Crated dog icon","None","Flat illustration","landscape","16:9","emirates-pet-cargo-hold-crate-illustration.png","Illustration of a pet travel crate secured in an aircraft cargo hold for a Dubai flight","","no","yes","Flat-design vector illustration of a pet travel crate secured with straps inside a simplified aircraft cargo-hold cross-section, sand-and-teal palette, generic aircraft shape with absolutely no airline livery, logo or tail branding, no readable text, landscape 16:9.","Strict rule: no Emirates logo, livery or SkyCargo branding anywhere; factual guide, no affiliation claims"
"https://dubai-pet-relocation.ae/guides/emirates-pet-cargo/","Fees section","Present the verified fee structure clearly","Fee table-style diagram with weight/size tiers","Icons","None","Flat diagram","landscape","16:9","emirates-pet-cargo-fee-tiers-diagram.png","Emirates pet cargo fee structure by crate and route tier","","no","yes","Clean flat-design infographic: three-tier fee card layout for cargo pet travel with tier rows. Labels: Tier by crate size/route (per verified page table); booking channel note; what the fee includes. Amounts left as editable text fields. Sand-and-teal palette, no airline logos, no fake official seals, landscape 16:9.","Fee figures (USD 500/650/800) verified first-party per roadmap - bake nothing in, overlay text"
"https://dubai-pet-relocation.ae/guides/emirates-pet-cargo/","Booking section","Show the booking flow","Step diagram from enquiry to confirmed pet booking","Icons","None","Flat diagram","landscape","16:9","emirates-pet-cargo-booking-steps-diagram.png","Steps to book pet cargo on a Dubai departure flight","","no","yes","Clean flat-design infographic: five-step booking flow. Labels: Confirm route and aircraft accept pets; Reserve pet space early; Submit documents; Crate check at acceptance; Track on travel day. Sand-and-teal palette, generic plane silhouette without livery, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/guides/etihad-pet-policy/","Hero","The unique in-cabin angle, no trademark misuse","Cat in a soft carrier stowed under an airplane seat, cabin floor level","Cat in carrier","Passenger's legs only","Generic aircraft cabin, no livery","landscape","16:9","etihad-in-cabin-cat-carrier-under-seat.jpg","Cat in a soft carrier stowed under an airplane seat for an in-cabin flight to the UAE","The only in-cabin pet option into the UAE - small pets, one fee, booked early.","no","yes","Photorealistic documentary-style image of a cat in a soft carrier stowed under an airplane seat at cabin floor level, passenger's legs beside it, generic cabin interior with no airline livery, branding or seatback logos, warm natural cabin light, no readable text, editorial photography, landscape 16:9.","No Etihad branding, seat colours or logos; verify current USD 399 fee stays in text only"
"https://dubai-pet-relocation.ae/guides/etihad-pet-policy/","Cabin vs cargo section","Decision support between cabin and cargo","Decision diagram: can your pet fly in the cabin?","Icons","None","Flat diagram","landscape","16:9","etihad-cabin-vs-cargo-decision-diagram.png","Can your pet fly in the cabin to Abu Dhabi: size, route and booking conditions","","no","yes","Clean flat-design infographic: decision tree for cabin eligibility. Labels: Is your pet a cat or small dog?; Combined pet-plus-carrier within the weight/size limit?; Is your route eligible?; Booked early enough (cabin slots are limited)?; Yes - cabin option; No - cargo alternative. Sand-and-teal palette, no airline logos, landscape 16:9.","Limits and fees as editable text from verified page copy"
"https://dubai-pet-relocation.ae/guides/etihad-pet-policy/","Booking section","Show the cabin booking sequence","Step diagram for adding a pet to a booking","Icons","None","Flat diagram","landscape","16:9","etihad-cabin-pet-booking-steps-diagram.png","Steps to add an in-cabin pet to a flight booking to Abu Dhabi","","no","yes","Clean flat-design infographic: four-step flow for adding a cabin pet. Labels: Book your own ticket first; Request the pet slot; Pay the pet fee (amount per page copy); Check in together at the airport. Sand-and-teal palette, no airline logos, no fake official seals, landscape 16:9.",""
"https://dubai-pet-relocation.ae/guides/snub-nosed-dogs-flying-uae/","Hero","Breed-anxiety page hero: calm, informative, not scary","Calm French bulldog sitting in a roomy open crate with good airflow","French bulldog","None","Bright apartment, crate door open","landscape","16:9","snub-nosed-dogs-flying-uae-french-bulldog-roomy-crate.jpg","Calm French bulldog in a spacious travel crate, illustrating snub-nosed pet flight rules for the UAE","Flat-faced dogs can fly safely - with the right crate, airline and season.","no","yes","Photorealistic documentary-style image of a calm French bulldog sitting in a roomy open travel crate with visible ventilation, bright apartment, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.","Calm dog only; competitor gap page - dedicated brachycephalic guide"
"https://dubai-pet-relocation.ae/guides/snub-nosed-dogs-flying-uae/","Risk section","Explain the anatomy honestly","Anatomy comparison diagram: brachycephalic vs standard airway","Dog head profiles","None","Flat diagram","landscape","16:9","brachycephalic-airway-comparison-diagram.png","Why snub-nosed breeds overheat: airway comparison between flat-faced and standard-muzzle dogs","","no","yes","Clean flat-design infographic: two side-profile head diagrams comparing airway space in a brachycephalic dog and a standard-muzzle dog, with heat-risk notes. Labels: Shorter airway; Less efficient cooling; Higher heat and stress sensitivity; Standard airway for comparison. Sand-and-teal palette, clinical but friendly, no brand logos, landscape 16:9.","Educational tone; no veterinary claims beyond page copy"
"https://dubai-pet-relocation.ae/guides/snub-nosed-dogs-flying-uae/","Crate rule section","Show the larger-crate rule","Crate size comparison diagram: standard fit vs one size larger","Dog + crate outlines","None","Flat diagram","landscape","16:9","snub-nosed-larger-crate-rule-comparison-diagram.png","The larger-crate rule for snub-nosed dogs flying to or from the UAE","","no","yes","Clean flat-design infographic: two crate outlines side by side with the same dog silhouette - standard IATA fit versus one size larger. Labels: Standard fit; One size larger for snub-nosed breeds; Extra airflow and headroom. Sand-and-teal palette, technical style, no brand logos, landscape 16:9.","Cross-links the IATA crate guide; +10%/larger-crate wording from verified copy"
"https://dubai-pet-relocation.ae/guides/dubai-pet-arrival-guide/","Hero","Post-arrival journey hero (competitor gap)","Owner opening a crate on a Dubai apartment floor while their cat cautiously steps out","Domestic shorthair cat","Owner kneeling","New Dubai apartment, moving boxes","landscape","16:9","dubai-pet-arrival-cat-first-steps-new-home.jpg","Cat taking its first steps into a new Dubai home after airport arrival and clearance","Your pet has landed. Clearance, collection and registration - here is the whole last mile.","no","yes","Photorealistic documentary-style image of an owner kneeling to open a travel crate on a new apartment floor while a cat cautiously steps out, moving boxes around, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page; nobody owns the post-arrival journey per competitor gap analysis"
"https://dubai-pet-relocation.ae/guides/dubai-pet-arrival-guide/","Arrival flow section","Map landing-to-home in one visual","Arrival flow diagram: land, clearance, collection, home, registration","Icons","None","Flat diagram","landscape","16:9","dubai-pet-arrival-flow-clearance-collection-registration.png","What happens after your pet lands in Dubai: customs clearance, collection, home and municipality registration","","no","yes","Clean flat-design infographic: five-node horizontal flow for arrival day and week one. Labels: Flight lands; Customs and document clearance at the cargo terminal; Collection (we coordinate); Home and quiet settling; Dubai Municipality registration (dogs) - per page copy. Sand-and-teal palette, generic terminal icon with no airport branding, no fake official seals, landscape 16:9.","No invented DXB wayfinding or signage; registration fees from verified copy (DM registration AED 10 etc.)"
"https://dubai-pet-relocation.ae/guides/dubai-pet-arrival-guide/","Registration section","Show the municipality registration outcome","Close-up of a dog collar with a plain round registration tag beside a vaccination booklet","Labrador (neck and collar only)","Owner's hand holding collar","Home doorway, soft light","landscape","4:3","dubai-municipality-dog-registration-tag-collar.jpg","Dog collar with a Dubai municipality registration tag after arrival registration","","no","yes","Photorealistic documentary-style image of a plain round registration tag on a labrador's collar beside a vaccination booklet, owner holding the collar, home doorway light, tag blank and generic with no real registration numbers or official emblems, no logos, no readable text, editorial photography, landscape 4:3.","Tag must be generic - never a replica of a real DM tag"
"https://dubai-pet-relocation.ae/guides/pet-relocation-companies-dubai/","Hero","Honest-comparison page hero: sets an evidence-first tone","Flat illustration of three clipboard report cards being compared side by side","Paw icons","None","Flat illustration","landscape","16:9","pet-relocation-companies-dubai-honest-comparison-illustration.png","Illustration for an honest comparison of pet relocation companies in Dubai","","no","yes","Flat-design vector illustration of three clipboard report cards side by side with checkmarks and a balance scale above them, sand-and-teal palette, neutral and non-promotional, no company names, no logos, landscape 16:9.","Comparison page must disclose bias and use verifiable criteria only (brief rule) - imagery stays abstract"
"https://dubai-pet-relocation.ae/guides/pet-relocation-companies-dubai/","Criteria section","Give readers a verifiable evaluation rubric","Scorecard diagram of evaluation criteria with how-to-verify column","Icons","None","Flat diagram","landscape","16:9","how-to-choose-pet-relocation-company-dubai-criteria.png","How to choose a pet relocation company in Dubai: verifiable criteria checklist","","no","yes","Clean flat-design infographic: two-column rubric with criterion on the left and how to verify on the right. Labels: Licensing/registration - ask for the trade licence; Written itemised quote - request one in writing; Who physically handles your pet - ask for the partner's name; Review history - read the worst reviews first; Insurance and incident policy - ask for it in writing. Sand-and-teal palette, no brand logos, landscape 16:9.","Beats the error-prone listicle pattern with verifiable criteria"
"https://dubai-pet-relocation.ae/guides/pet-relocation-companies-dubai/","Consultation section","Show what a good first consultation looks like","Coordinator on a video call with a client, a checklist visible on screen edge (generic)","None","Coordinator + client on laptop screen","Desk with laptop, candid","landscape","4:3","pet-relocation-consultation-video-call-dubai.jpg","A first pet relocation consultation by video call with a Dubai coordinator","","no","yes","Photorealistic documentary-style image of a coordinator on a laptop video call with a client, generic checklist on a notepad beside, candid desk scene, screen abstract and unreadable, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/","Hero","Community-hub hero: Dubai-wide coverage at a glance","Owner walking a golden retriever along a marina promenade with towers softly out of focus","Golden retriever","Owner walking, side view","Dubai Marina-style promenade, morning","landscape","16:9","dubai-pet-relocation-hub-dog-marina-promenade.jpg","Dog being walked along a Dubai marina promenade, illustrating door-to-door pet relocation across Dubai communities","Sixteen communities, one standard: door-to-door, permits and crates handled.","yes","no","N/A - original photography required. Shot brief: real identifiable Dubai promenade scene with a real dog; hub-level location imagery should be genuine (own shoot or properly licensed) rather than synthetic skyline renders","Grade-A hub absorbing /cities/dubai/ content on merge"
"https://dubai-pet-relocation.ae/dubai/","Community directory","Visual index for grouped community listings","Flat map diagram grouping Dubai communities by lifestyle (marina/coastal, villa suburbs, new developments, old Dubai)","Paw icons","None","Flat map diagram","landscape","16:9","dubai-communities-grouped-directory-map.png","Dubai pet relocation communities grouped by lifestyle: coastal, villa suburbs, new developments and old Dubai","","no","yes","Clean flat-design infographic: simplified Dubai map with communities colour-grouped into four clusters. Labels: Marina and coastal (Dubai Marina, JBR, JLT, Umm Suqeim, Jumeirah); Villa suburbs (Arabian Ranches, Dubai Hills, JVC); New developments (Dubai South, Business Bay); Old Dubai (Deira, Bur Dubai, Mirdif); DXB and DWC markers. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.","Grouping mirrors the roadmap hub rewrite; update as merges land"
"https://dubai-pet-relocation.ae/cities/","Hero","New emirate-hub hero (fixes live 404)","Stylised flat map of the UAE with Dubai, Abu Dhabi and Sharjah marked with paw pins","Paw icons","None","Flat map diagram","landscape","16:9","uae-pet-relocation-cities-emirates-map.png","UAE map of pet relocation coverage across Dubai, Abu Dhabi and Sharjah","","no","yes","Clean flat-design infographic: simplified UAE map with paw-pin markers on Dubai, Abu Dhabi and Sharjah and greyed future-emirate outlines. Labels: Dubai; Abu Dhabi; Sharjah; more emirates coming. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.","New page - build with the hub; extend map as RAK/Ajman/Fujairah/UAQ pages graduate from backlog"
"https://dubai-pet-relocation.ae/cities/","Emirate cards","Card image set texture for emirate links","Flat icon trio: city skyline, mosque-dome silhouette, paw","Icons","None","Flat icon set","landscape","16:9","uae-cities-hub-emirate-card-icons.png","Icon set for UAE city pet relocation cards","","no","yes","Clean flat-design icon sheet of three matching line icons: city skyline, mosque-dome silhouette, paw print, sand-and-teal palette, consistent stroke, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/cities/abu-dhabi/","Hero","Capital-city hero with the unique in-cabin angle","Owner carrying a soft cat carrier through a bright Abu Dhabi corniche-side apartment lobby","Cat in soft carrier","Owner walking","Abu Dhabi apartment lobby, sea light","landscape","16:9","pet-relocation-abu-dhabi-cat-carrier-corniche-lobby.jpg","Owner carrying a cat in a soft carrier through an Abu Dhabi apartment lobby after in-cabin arrival","Abu Dhabi is the one UAE arrival where your cat can fly in the cabin with you.","no","yes","Photorealistic documentary-style image of an owner carrying a soft cat carrier through a bright Abu Dhabi apartment lobby with sea light through glass doors, warm natural light, authentic Abu Dhabi/UAE context, no logos, no text, no airline branding, editorial photography, landscape 16:9.","EXPAND page; pairs with the Etihad in-cabin guide"
"https://dubai-pet-relocation.ae/cities/abu-dhabi/","Local logistics","Show inter-emirate transfer reality","Unbranded pet transport van parked outside an Abu Dhabi corniche apartment building","None","Handler opening van door","Corniche-side street, morning","landscape","16:9","pet-transport-van-abu-dhabi-corniche-building.jpg","Pet transport van collecting a pet from an Abu Dhabi corniche apartment building","Dubai to Abu Dhabi transfers run weekly - door to door, about ninety minutes.","no","yes","Photorealistic documentary-style image of an unbranded white pet transport van parked outside an Abu Dhabi corniche-style apartment building, handler opening the side door, morning light, authentic UAE context, no logos, no text, no signage branding, editorial photography, landscape 16:9.","Generic building; no developer or hotel branding"
"https://dubai-pet-relocation.ae/cities/sharjah/","Hero","New emirate page hero","Owner walking a small mixed-breed dog along a Sharjah lagoon-side promenade at dusk","Small mixed-breed dog","Owner walking","Sharjah lagoon-side promenade, dusk","landscape","16:9","pet-relocation-sharjah-dog-lagoon-promenade-dusk.jpg","Owner walking their dog along a Sharjah waterfront promenade, illustrating pet relocation in Sharjah","Sharjah pet ownership has its own rules - we plan the move around them.","no","yes","Photorealistic documentary-style image of an owner walking a small mixed-breed dog along a lagoon-side promenade at dusk in Sharjah, warm ambient light, authentic Sharjah/UAE context, no logos, no text, no signage branding, editorial photography, landscape 16:9.","New page - create with the page build; modest, respectful street scene per Sharjah norms"
"https://dubai-pet-relocation.ae/cities/sharjah/","Inter-emirate section","Show the Sharjah-Dubai airport routing angle","Simple route diagram linking Sharjah homes to DXB and SHJ airports","Van icon","None","Flat map diagram","landscape","16:9","sharjah-dubai-pet-transport-airport-routing-map.png","Pet transport routing between Sharjah, DXB and Sharjah International Airport","","no","yes","Clean flat-design infographic: simplified map of the Sharjah-Dubai corridor with a van icon and two airport markers. Labels: Sharjah communities; DXB; SHJ; typical drive times per page copy. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.","New page; supports the inter-emirate DXB/SHJ angle per roadmap"
"https://dubai-pet-relocation.ae/dubai/dubai-marina/","Hero","Grade-A local hero: identifiable Marina context","Owner carrying a cat carrier into a Marina tower lobby with marina water glimpse beyond","Cat in carrier","Owner + concierge silhouette","Dubai Marina tower lobby","landscape","16:9","pet-relocation-dubai-marina-tower-lobby-cat-carrier.jpg","Owner carrying a cat carrier into a Dubai Marina tower lobby during a pet relocation","High-rise moves need lift bookings and lobby rules - we plan both.","yes","no","N/A - original photography required. Shot brief: real identifiable Marina scene (own shoot or licensed); tower-lobby logistics is this page's differentiator and location imagery should be genuine","Grade A; high-rise logistics angle"
"https://dubai-pet-relocation.ae/dubai/dubai-marina/","Local logistics","Show promenade pet life","Owner walking a french bulldog on the Marina promenade in early morning","French bulldog","Owner jogging lightly","Marina promenade, towers soft behind","landscape","4:3","dubai-marina-promenade-french-bulldog-morning-walk.jpg","French bulldog walking the Dubai Marina promenade with its owner","Marina dogs live by the early-morning walk - especially May to September.","no","yes","Photorealistic documentary-style image of an owner walking a french bulldog along a marina promenade in early morning, towers softly out of focus, warm natural light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/jlt/","Hero","Grade-A local hero: lakeside tower context","Owner with a beagle beside the JLT lakes with cluster towers behind","Beagle","Owner seated on a bench","JLT lakeside path","landscape","16:9","pet-relocation-jlt-beagle-lakeside-towers.jpg","Beagle with its owner by the JLT lakes with cluster towers behind","Cluster towers, lake paths and a dog park nearby - JLT is easier with a plan.","yes","no","N/A - original photography required. Shot brief: real identifiable JLT lakeside scene; Grade-A community pages use genuine location photography","Grade A"
"https://dubai-pet-relocation.ae/dubai/jlt/","Local logistics","Show cluster pickup logistics","Handler loading a crated cat into a van at a JLT cluster tower service entrance","Cat in crate","Handler","Tower service entrance, shaded","landscape","4:3","jlt-cluster-tower-pet-pickup-van.jpg","Pet pickup from a JLT cluster tower service entrance for a Dubai relocation","Cluster access and parking are the tricky ten minutes - we handle them daily.","no","yes","Photorealistic documentary-style image of a handler loading a crated cat into an unbranded van at a tower service entrance, shaded loading area, warm natural light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/jbr/","Hero","Grade-A local hero: beachfront context","Owner walking a golden retriever along a beachfront promenade at sunrise","Golden retriever","Owner walking","JBR-style beachfront promenade, sunrise","landscape","16:9","pet-relocation-jbr-golden-retriever-beachfront-sunrise.jpg","Golden retriever walking with its owner along the JBR beachfront at sunrise","Beachfront living with a dog means knowing the pet rules of every stretch of sand.","yes","no","N/A - original photography required. Shot brief: real identifiable beachfront scene; absorbs bluewaters content on merge","Grade A"
"https://dubai-pet-relocation.ae/dubai/jbr/","Local logistics","Show tower-to-van collection","Coordinator carrying a cat carrier from a beachfront tower to a waiting van","Cat in carrier","Coordinator","Tower forecourt, morning shade","landscape","4:3","jbr-tower-pet-collection-cat-carrier.jpg","Cat being collected from a JBR tower for a Dubai pet relocation","","no","yes","Photorealistic documentary-style image of a coordinator carrying a cat carrier across a beachfront tower forecourt toward an unbranded van, morning shade, warm natural light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/palm-jumeirah/","Hero","Grade-A local hero: Palm villa context","Labrador at the gate of a Palm-style frond villa with a travel crate beside it","Labrador","Owner opening the gate","Palm frond villa entrance","landscape","16:9","pet-relocation-palm-jumeirah-villa-gate-labrador.jpg","Labrador at a Palm Jumeirah frond villa gate beside a travel crate","Frond villas mean gates, security passes and a longer airport run - all planned ahead.","yes","no","N/A - original photography required. Shot brief: real Palm villa street scene, no house numbers or resident identity visible","Grade A; frond-access logistics angle"
"https://dubai-pet-relocation.ae/dubai/palm-jumeirah/","Local logistics","Show the longer DXB routing","Simple route diagram from Palm fronds to DXB and DWC with timing","Van icon","None","Flat map diagram","landscape","16:9","palm-jumeirah-to-dxb-dwc-routing-diagram.png","Driving routes from Palm Jumeirah to DXB and DWC airports for pet transport","","no","yes","Clean flat-design infographic: simplified map from the Palm trunk and fronds to DXB and to DWC with a van icon and time bubbles. Labels: Palm Jumeirah; DXB; DWC; typical drive times per page copy. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/dubai/downtown-dubai/","Hero","Grade-A local hero: boulevard tower context","Owner with a pomeranian in a Downtown boulevard apartment lobby","Pomeranian","Owner with leash","Downtown-style boulevard tower lobby","landscape","16:9","pet-relocation-downtown-dubai-pomeranian-tower-lobby.jpg","Owner with a pomeranian in a Downtown Dubai boulevard tower lobby","Boulevard towers have their own pet policies - we check yours before move day.","yes","no","N/A - original photography required. Shot brief: real Downtown boulevard context; absorbs city-walk content on merge; no landmark-trademark composition dominating frame","Grade A"
"https://dubai-pet-relocation.ae/dubai/downtown-dubai/","Local logistics","Show apartment-move prep","Cat carrier and document folder ready by a Downtown apartment door with skyline window","Cat in carrier","None","High-rise apartment entry","landscape","4:3","downtown-dubai-apartment-pet-departure-ready.jpg","Cat carrier and documents ready at a Downtown Dubai apartment door before a relocation","","no","yes","Photorealistic documentary-style image of a cat carrier and a document folder waiting by a high-rise apartment door with a city skyline through the window, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/business-bay/","Hero","Grade-A local hero: canal-side corporate-residential context","Owner walking a cockapoo along a canal-side path with towers behind","Cockapoo","Owner with laptop bag","Business Bay canal-side path","landscape","16:9","pet-relocation-business-bay-cockapoo-canal-path.jpg","Owner walking a cockapoo along the Business Bay canal path before a workday","Canal-side towers, working owners, timed pickups - Business Bay runs on schedules.","yes","no","N/A - original photography required. Shot brief: real canal-side context; differentiates the ND1 group with the high-rise corporate angle","Grade A; ND1 breaker"
"https://dubai-pet-relocation.ae/dubai/business-bay/","Local logistics","Show timed pickup from a tower","Handler with a crated small dog at a Business Bay tower loading bay on a schedule board","Shih tzu in crate","Handler checking watch","Tower loading bay","landscape","4:3","business-bay-timed-pet-pickup-loading-bay.jpg","Timed pet pickup from a Business Bay tower loading bay for a Dubai relocation","","no","yes","Photorealistic documentary-style image of a handler with a crated shih tzu at a tower loading bay checking the time, warm natural light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
